meaning_id;word;definition;examples_markdown
2513;pěskoljubny;Ktory velmi ljubi prostranstvo pěska, rastlina abo zvěr; peskoljubivyj.;*Ova lěsna trava je jstinsky pěskoljubna rastlina.*
2514;pěskovnica;Mala kråbica s pěskom inside dlja igry dětęt, abo pisušč-instrumen; pesočnica.;*Malo dětę radosno kotalo bał inside krasnoj pěskovnice.*
2515;pěskovy;To samo čto pěsečny, gorsko-pěskovy; peskovyj, pesčanyj.;*Rabočij prinesał vely tjažky měh pěskovogo materijala.*
2516;pěskozrno;To samo čto pěsčinka, mala čestka gorskogo pěska (spec.).;*On našiał maly zlotny krušec blizko k pěskozrnu.*
2517;pěsnik;Člověk, kodor professionalno dzeła poeziju i pise prěkrasne pěsnje; poet, pesennik.;*Vely pěsnik pisał krasny text o krepkom lade i otčizně.*
2518;pěsnjopisec;To samo čto pěsnik, avtor mňogyh narodnyh textov; pesennyj pisatelj, poet-pesennik.;*Učeny pěsnjopisec prǐdel v sělo, da sbyrał starodrevne rěči.*
2519;pěsnjosvirny;Ktory prěda radosny muzikalny zvuk, pěsenno-zvučny (poet.).;*Tjeha pěsnjosvirna rěč děvice se velmi lubiła vsim.*
2520;pęt;Čislo poslě četvri, cifra-broň (5); pjatj.;*Pęt ljuđej čakali prěd centralnymi dverami kjneme hoje.*
2521;pętak;Metalna moneta s cěnostju pęt kovanic; pjatak.;*On našiał stary mjedzny pętak v drěvjanoj ladicě.*
2522;pętdesęt;Čislo, koro se sostoji iz pęti desětov (50); pjatjdesjat.;*To modernoje auto kostovało pętdesęt tysjačy zlotnyh kovanic.*
2523;pętero;Grupa, kora se sostoji iz pęti osěb abo prědmetov; pjaťero.;*Pętero vojskovoh vojin-junakov sědeli на centralnoj lavě.*
2524;pěti;Dzeła radosny muzikalny glås s pomoču ustov i texta, pěti; petj.;*Mlada děvica počęła pěti prěkrasnu pěsnj pod ljpoju.*
2525;pętka;Zadńa tvjerda čestka nogi človeka pod kostju; pjatka.;*On ranił svoju pětku o vely ostry kamę v lěsu.*
2526;pętnadesęt;Čislo poslě jedennadesět, pjatnadcatj (15); pjatnadcatj.;*V centralnom nakladu было pętnadesęt cěnyh novih knig.*
2527;pętnajčě;To samo čto pętnadesęt (etimologična kratka forma, spec.).;*On posłał pętnajčě rabočih vojskovoh na strěžu stěna.*
2528;pętst;Čislo, koro se sostoji iz pęti sotov (500); pjaťsot.;*Městno měštanstvo prědało pętst pěnędzy dlja lěčebnje heute.*
2529;pětel;Tehnjična metalna lěnta, kora sjedinja dveri s pomoču gvåzdov; petlja (dverna).;*Rabočij prěverił krepku pětel на centralnyh dverah zgrady.*
2530;pjevanka;Mala radosna narodna pěsnj, vokalny text; pesenka, napev.;*Městna mlådežj tancovala i spěvala krasnu pjevanku cělu noč.*
2531;pjevati;To samo čto pěti, regularno dzełańje muzikalnogo glåsa; pevať, petj.;*My ljubimo pjevati starodrevne pěsnje v večer.*
2532;pjevec;Člověk, kodor professionalno pěje na koncertě; pevec.;*Mlady pjevec polučil veliku nagrådu за svoje izkusstvo.*
2533;pjanjno;Muzikalny vely instrumen s klavišami; pianino, fortepijano.;*Ona prěkrasno jgrała na černom krepkom pjanjnu oggi.*
2534;pila;Tehnjični metalny instrumen s mňogyma ostrými zubeami dlja rězańja drěva; pila.;*Rabočij vukał močnu pilu, da rězał tvjerdy kaštan-materijal.*
2535;piletina;Męso od domašnej ptice (kvre, kuraka); kurjatina (južn.).;*Kuhar prěparovał goraču juhu s vkusnoju piletinoju на obed.*
2536;pjpeta;Mala steklana raboča trubka dlja mĕre kaplic židkosti; pipetka.;*Lěkar vukł pjpetu inside centralnoj modernoj laboratorije.*
2537;pjran;Velyca opasna sladkovodna riba z Južnoj Ameriky s ostrými zubeami; piranija.;*Tjemny pjran brzo plavał prěz čisto gorsko vodo-město.*
2538;pjrog;Tradicionalna tusta hrana, ispečeny hleb s męsom abo makom inside; pirog.;*Babuška ispekła prěkrasny gorači pjrog na prazdnik.*
2539;pjrožek;Maly pjrog, vkusny kusek hrane dlja mlađ-dětęt; pirožok.;*On kupił sladky pjrožek s malinoju v tgovli today.*
2540;pisar;Člověk, kodor professionalno pise kanceńarijske texty i dokumenty; pisar, sekretarj.;*Tjehy pisar rabił v kanceńariji velycoj fabrike cěly denj.*
2541;pisar;To samo čto pisar (povtoreńje forma).;*Novi pisar postavił rabočij nakaz на centralny stolj.*
2542;pisati;Dělati text, kresky-nadpisi на bumužě s pomoču karandaša; pisatj.;*Ja muša pisati moj jstinsky rabočij plan без mjedlosti.*
2543;pisec;To samo čto pisar, avtor texta, pisatelj (arh./poet.); pisec, pisatelj.;*Vely pisec napisał novu istoričnu knigu o našem sělě.*
2544;pisjmostj;Celostnostj tekstualnyh cěnostej, sistema pisma i kultura; pisjmennostj, literatura.;*Slavjanska pisjmostj ima mňogo prěkrasnyh starodrevnyh bukv.*
2545;pjsk;Malo, kratko i jaskno-vysoko rěčeńje, zvuk nasekomogo; pisk.;*U tjemnoj noči se čujeł pjsk maleńkogo komara.*
2546;pjskač;Člověk abo instrumen, kodor dzeła pjsk, muzikalnik (spec.); piskuň, dudočnik.;*Mlady pjskač jgrał на drěvjanoj trubě bliz rěki.*
2547;pjskati;Učiniti pjsk, dělati močny vysoki zvuk, svistati; piščatj, svistatj.;*Male ptice počęli pjskati rano v zelenom sadu.*
2548;pjsknuti;Učiniti edin kratky start-pjsk, svistnuti; pisknutj.;*Mala myšj pjsknula pod stolom i brzo běžala v noru.*
2549;pjskučjj;Ktory dzeła postojanny pjsk, vysoko-zvučny; piščashčij, psklivyj.;*To был velmi pjskučjj i nudny mehanizm v centralnoj mašině.*
2550;pjskalec;To samo čto pjskač, maly pjskučjj instrumen; piščalj, svistok.;*On našiał drěvjany pjskalec pod staroju lavoju v večer.*
2551;pjivništo;Komnata pod zgradaju dlja hraneńja pjvnih lagvov i hrany; pivnaja, podval.;*V tjemnom pjivništu stajala velyca lagva s hladnym pivom.*
2552;pjivo;Tradicionalny alkoholny napoj iz jęčmeńja, koper-hmeľja i vode; pivo.;*Krčmar naľjał vkusno pivo v drěvjany kvek.*
2553;pjvonja;Krasny sadovy květ roda Paeonia s velyma jasknymi lěntami; pion.;*V našem zelenom sadu kvitne krasna červena pjvonja.*
2554;pjivovar;Člověk professionalno dzełač piva, abo pjvna fabrika; pivovar, pivovarnja.;*Stary pjivovar prědał nam hladny napoj dlja prazdnika.*
2555;pjivovarene;Tehnjični rabočij proces varjeńja piva iz zrna; pivovarenije.;*Pjivovarene běše glavno dzełańje v tym istoričnom sělě.*
2556;plakati;Dělati tjehe nyti-dvyžeńje s pomoču suz-vode od sılnogo bola; plakatj.;*Malo dětę počęło plakati prěz velyce tjažky strah v lěsu.*
2557;plåmę;Gorača jaskna čestka ogńa, kora leti k nebu; plamja.;*Jarkoje plåmę kostra osvěčjalo vsu komnatu v Noči.*
2558;plåmljati;Sılno gorač dzełańje, uničtožeńje ognem (spec./arh.); plamenetj, goretj.;*Stara drěvjana zgrada počęła plåmljati vrlo brzo.*
2559;planeta;Velycoje okrugloje prirodnoje tělo v nebu (napr. Mars, Zemlja); planeta.;*Naučniky jzučali novu planetu prěz tehnjični instrument.*
2563;pljaža;Pěsočny abo kamęny břeh morja, gdě ljuđe kǫpajut se; pljaž.;*Mladi ljuđe radosno sědeli на pěsočnoj pljaži v lětě.*
2564;plåzati;Dvygati se tjeho tělom u samoj zemje, dzeła lězańje; polzatj.;*Zelena jašterica počęła plåzati prěz tustu koprivu.*
2565;plemę;Istorična vojsko-narodna grupa ljuđej s ednakovym rodom; plemja.;*Drevne plemę živeło v lade s prirodoju prěz věki.*
2566;plemę;To samo čto plemę (povtoreńje forma).;*To slavjansko plemę izgradziło velyku kaměnu krepostj.*
2567;plen;Sostojańje jzlovlenyh vojinov u vojska neprijatela; plen.;*Hrabry junak popadł t tjažky plen pod tuđoju vlastju.*
2568;plena;To samo čto plenka, thin materijal tkani, abo lěnta metalija; plenka, oboločka.;*Rabočij postavił novu ocelj-plenu на kormilo lodje.*
2569;plenka;Mala tonka kož-čestka, kora skryvaje produkt (napr. jajco); plenka, membrana.;*On otrezał tonku plenku s vkusnogo kuseka męsa today.*
2570;plęsati;Tancovati radosno, dělati ritmične kroky prěz narodny tanec; pljasatj, tancovatj.;*Městna mlådežj počęła plęsati krasno kolo cělu noč.*
2572;plěšj;Čestka golove človeka, gdě ne ma żadnyh volosov; plešj, lysina.;*Stary mǫdrec imał velyku plěšj i jaskny krasny vid.*
2573;pljevati;Kretati židkostj iz ustov prěz prostor k njzu; plevatj.;*Neljzja pljevati на rabočij pod v centralnom izučilištu.*
2574;ploeštj;Grad v južnoj čestki Rumynije, centr nafta-industrije; Ploiešti.;*Grad Ploeštj je bogaty на moderny transportny resurs.*
2575;plosknatica;Geomětrični plosky vid, ploska zgrada-čestka (spec.); ploskostj, ploskošč-čestka.;*Inženěr dělal mĕru plosknatice на rabočem ljstě.*
2576;plosky;Ktory ne ima gorsku formu, prěmy, horizontalno-ravny; ploskij.;*Naš lětny domik stajał на ploskom kamenom břehu.*
2577;ploštištny;Ktory se tyče ploštišta, trg-plosky; ploščadnoj, trgovyj.;*Ploštištny šum naroda se čujeł prěz vsa stěny kanceńarije.*
2578;ploštišto;Veliko plosko prostranstvo v gradu, centralny trg; ploščadj, trg.;*Vely narod sbyrał se на centralnom ploštištu today.*
2579;plovdiv;Istorični vely grad v južnoj čestki Bolgarije; Plovdiv.;*Plovdiv ima prěkrasnu starodrevnu kaměnu kulturu.*
2580;plozak;Maly plosky kamę, kory se vrgaje prěz čistu vodu; plitka, ploskij kamenj (spec.).;*Maly malec radosno vrgł plozak prěz tjehoje ozero.*
2581;plozak;To samo čto plozak (povtoreńje forma).;*On našiał krasny plozak blizko k pěsečnomu břehu.*
2582;plozenj;Malo životno z klåsa Gastropoda, koro dvyže se vrlo tjeho; slizenj, ulitka.;*Tjehy plozenj plåzał prěz měhky zeleny list lopusša.*
2583;plug;Tehnjični rabočij instrumen-oradlo dlja rězańja zemje; plug.;*Novi ocelj-plug rabił agrokulturu mňogo lěpše hoy.*
2584;plyti;Dvygati se на hrbe vode s pomoču kridlov, kormila abo rucjej; plytj.;*Věly labǫdj počęł plyti prěz čisto gorsko jezero rano.*
2585;po;Prědlog, kory kaze naprav-put prěz prostor abo rěmę-pravilo; po, poslě, v sootvetstvii.;*Oni pro-šli po drěvjanomu mostu k centralnomu gradu.*
2586;po-dobro;Narěčie lěpšej mĕre, v bolěje dobroschnom gradusu; polučše, lučše (južn.).;*To plan dzełał vso po-dobro, nego stary rabočij metod.*
2587;po-drugomu;Na jnakše sposob, drugomodnje, inače; po-drugomu, inače.;*Nyně my muša rabiti po-drugomu prěz novu opasnostj.*
2588;po-malo;V mjenjšem broňu, v nevelikom količenstvu; pomenjšje, menjšje.;*Daj mi, prošu te-be, po-malo tjažkogo pšeničnogo hljeba.*
2589;po-vječe něž;V velicom gradusu, bolěje čem; boljšje čem, bolee čem.;*On rabił v kuznji po-vječe něž osem časov сегодня.*
2590;pobrežije;Zemlja-kraj, kory staje blizko k vodě morja; poberežje.;*Nasa krasna obvlåstj stajala на samom južnom pobrežiju.*
2591;pobuditi;Učiniti start-kretane duši, dělati konec spalańja; probuditj, pobuditj.;*Jaska novogo dńa usspěła pobuditi vseh ljuđej v domě.*
2592;pobudnik;Člověk abo instrumen, kodor dzeła signal-start; pobuditelj, jniciator.;*Toj mǫdry professor byl jstinsky pobudnik reformov.*
2593;poburene;Akt gněv-šuma, sılna oluja, mǫtež; vozmuščenie, volnenie.;*Narodno poburene protivo vlasti počęło se на trgu today.*
2594;počestiti;Prědati veliku čestj, dělati prazdnik v čestj osěbe; počestitj, ugosstitj.;*Vely knęzj hteł počestiti hrabrogo vojin-junaka.*
2595;počet;Zakonny pěnędz-račun, cěnostj, abo cěna v tgovli; scjot, scjot-forma.;*Pisac postavił novi rabočij počet на drěvjany stolj.*
2596;početati sę;Početi se, dělati start-punkt v prostoru (arh./spec.); načinatjsja.;*To prěkrasno dzełańje počętało sę rano v sělě.*
2597;počivati;Odpočěti, dělati tjeho-mir těla poslě tjažkoj rabote; otdyhatj, počivatj.;*Stary rabočij ljubił počivati pod staroju ljpoju v večer.*
2598;počivati;To samo čto počivati (povtoreńje forma).;*Oni počěvali prěz dvě кратke hviljke v centralnom parku.*
2599;pod;Prědlog, kory ukazuje на položeńje nižše čego-nebudj u zemje; pod.;*Mala myšj tjeho běžala pod močny drěvjany stolj oggi.*
2600;podati;Prědati čto-nebudj s pomoču rucjej, dělati dar; podatj, vručitj.;*Prošu te-be, podati mi vkusny kusek sladkogo kolača.*
2601;podavati;To samo čto podati, regularno dzełańje dara; podavatj.;*Ona počęła podavati goraču juhu vsi gostem inside kuhnje.*
2602;podbrådek;Nižna centralna čestka lica člověka pod ustami; podborodok.;*Stary mǫdrec dzeržał svoj krepky podbrådek prěz ruku.*
2603;poddržka;Pomošč, zzaščita, materialny resurs dlja stabilnosti; podderžka.;*Tvoja jstinska poddržka была velmi važna dlja našego děl.*
2604;podgorica;Glavny grad Črnogorije, kulturny i istoričny centr; Podgorica.;*Podgorica ima prěkrasne gorske vidy i krasny lada-mir.*
2605;podhodny;Ktory je velmi rabočij, lěpšy dlja cěli, relevantny; podhodjaščij, udobnyj.;*On našiał podhodny materijal dlja izgradńje lětnogo domika.*
2606;podkarpatska rusj;Istorična slavjanska oblastj v Karpatah, nyně čestka Ukrajine; Podkarpatskaja Rusj.;*Podkarpatska rusj je znama prěz svoju krasnu drěvjanu kulturu.*
2607;podkvp;Nezakonny materialny dar radi ličnoj koristi, lapovka; podkup, vzjatka.;*Toj lǫkavy direktor prinęł vely podkvp v kanceńariji.*
2608;podkvpač;Člověk, kodor prěda pěnędzy nezakonno, lapodavec; podkupščik.;*Policija jzučiła slučaj, kogda podkvpač prišel v sudu.*
2609;podkvpnictvo;Sostojańje i sistema nezakonnyh pěnędz-darov, korrupcija; podkupničestvo, korrupcija.;*Podkvpnictvo uničtožaje vsu spravedlivostj prěd zakonom.*
2610;podkvpnik;To samo čto podkvpač, člověk vęzany s podkvpom; podkuplennyj, vzjatočnik.;*Toj lgun-podkvpnik byl uničtoženy prěz centralny sudu.*
2611;podlětnuti;Letěti k njzu, dělati dvyžeńje blizko k zemji (spec.); podletetj, podletatj.;*Maly orlenek usspěł podlětnuti k centralnomu gnězdu.*
2612;podloga;Horizontalna tvjerda čestka inside komnate, pod; pol, nastil.;*Ona postavila tjažko koryto на samuju drěvjanu podlogu.*
2613;podlostj;Hudo sostojańje duši, zly htry harakter člověka, lžj; podlostj.;*Njegova jstinska podlostj uničtožila vsu harmoniju v rodině.*
2614;podman;To samo čto obman, lžj, falšivna rěč z cěliju jzmane; podon, obman (spec.).;*Ovy plan v tgovli kazał se byti tolko lǫkavy podman.*
2615;podnik;Raboča organizacija, fabrika, tgovla-firma; predprijatie, zavod.;*Nasa nova modernă podnik produkuje metalne kovanice brzo.*
2616;podoba;Vněšńa forma, vid-obraz, krasa čego-nebudj, podobije; podobie, vněšnosť, oblik.;*Novi avtomobil imał prěkrasnu i modernu podobu hoje.*
2617;podoba;To samo čto podoba (povtoreńje forma).;*Ova maljba imała podobu centralnogo istoričnogo zamku.*
2618;podobny;Ktory ima ednakovym vid-obraz po harakteru abo krasě; podobnyj, pohožij.;*Maly malec byl velmi podobny k svojejemu mǫdrojemu otcu.*
2619;podpis;Personalny grafičny znak-nadpisj на kraje rabočego ljsta; podpisj.;*Director postavił svoj krepky podpis на važnom nakazu.*
2620;podpora;Močny kol, drěvjany stulp dlja dzeržańja tjažkoj zgrady; podpora, opora.;*Tehnična podpora togo mosta była prěverena včera.*
2621;podstǫp;Město dvyžeńja blizko k cěli, metod-krok; podstup, podhod.;*Lovec našiał skryty podstǫp k tjehoj norě lěsnogo lisa.*
2622;podtvrdžene;Akt točne-potvrdjeńja, dokaz jstinstva; podtverždenie.;*Toj rabočij ljst byl jstinsko podtvrdžene našego usspěha.*
2623;podzemka;Transportna mašina-pojezd pod zemjeju, metro; podzemka, metro.;*Nova krasna podzemka sjediniła dva velyce čestki grada.*
2624;poema;Veliko hudožestvenno poetično bljudo z radosnym textom; poema.;*Vely pěsnik pročitał svoju novu poemu на centralnom ploštištu.*
2625;poglěd;Akt gledańja, vizualny vid-prikosneńje, mněńje; vzgljad, mněnie.;*Njegov krepky poglěd kazał, čto on rěči jstinu.*
2626;poglěd;To samo čto poglěd (povtoreńje forma).;*Toj novy poglěd на matematiku byl velmi lěpšy.*
2627;poglěd;To samo čto poglěd (povtoreńje forma).;*Ona dzeržala svoj tihny poglěd на krasnom květě.*
2628;pogrěška;Mala raboča hiba, ne-točnostj v textu abo računańju; ošibka, pogrešnosť.;*Učitelj našiał jednu pogrěšku на rabočem ljstě.*
2629;pohodženije;Istorične sbyrańje start-punkta, rod-proishod; proishoždenie, rodstvo.;*Naučniky jzučali pohodženije vostočnoslavjanskih narečij.*
2630;pojas;Močny pas, lěnta naokolo brjuha, kolan; pojas, remenj.;*Hrabry junak vęzał svoj tvjerdy měč на krepky pojas.*
2631;pojaviti sę;Učiniti se vidimym, pokazati se, javiti sę; pojavitjsja, javitjsja.;*Jaskna zvězda počęła pojaviti sę vysoko v tjemnom nebu.*
2632;pojedinek;Borba dvuh osěb drug protivo druga, duelj; poedinok, dueljs-borba.;*Mǫžny vojin pobědil v tjažkom pojedinku prěd vojskom.*
2633;pokazny;Ktory služi dlja prědostavjańja vizualnoj krase, demonstrativny; pokaznoj, nagljadnyj.;*To byl jstinsky pokazny modelj dlja našej modernoj fabrike.*
2634;poklatati;Kretati, tręsti sem-tam prěz malko rěmę; pokočatj, potrjasti.;*Nagly větěr usspěł poklatati stary drěvjany most.*
2635;pokročina;Tehnjični progress, velika mĕra dvyžeńja naprěd (spec.); progress-čestka, prodviženie.;*Nova pokročina v tgovli prinesła nam velyku korystj.*
2636;pokročny;Ktory se tyče progressa, moderny, ne-stary; progressivnyj, peredovoj.;*Oni rabili novi pokročny metod jzučeńja rěči hoy.*
2367;pokrok;Rabočij progress, dvyžeńje k lěpšej cěli, napredek; progress, šag vpered.;*Toj tehnjični pokrok pomogł izgraditj vely zgrade.*
2638;pokrok;To samo čto pokrok (povtoreńje forma).;*My viděli vely pokrok v rabočem dělě Kuznje.*
2639;pokrokovati;Dvygati se naprěd k lěpšej cěli, dělati progress; prodvigatjsja, progressirovať.;*Nasa centralna firma počęła pokrokovati bez mjedlosti.*
2640;pokrytka;To, čto skryvaje prědmet, krytka, lěnta-stěn; kryška, pokrytije.;*On postavił metalnu pokrytku на vely gorači kotjol.*
2641;pola;Mala čestka odedže, lěnta rabočej košuľe; pola, krai tkani.;*Ona sšyła krasnu polu iz černogo soft-krepa.*
2642;poljačka;Ženska osoba od poljskogo naroda, obyvateljka Poljske; poljka.;*Krasna poljačka prěkrasno pěła narodnu pjevanku hoy.*
2643;polje;Veliko plosko agrokulturno prostranstvo, gdě raste pšenica; pole.;*Zolotne klåsy tjažko sklaňali se на velycom polu.*
2644;polje;To samo čto polje (povtoreńje forma).;*Oni pro-šli prěz zeleno polje bliz lěsnogo puta.*
2645;poljtika;Sistema centralnoj vlasti, pravleńja i državnyh děl; politika.;*Muži sědeli v kabaku i govorili o novoj poljtice.*
2646;poljka;To samo čto poljačka, ženska osoba iz Poljske; poljka.;*Mala poljka jgrała s krasnoju ljaljeju pod ljpoju.*
2647;poljša;Država v Centralnoj Evropě, stolica je Varšava; Poljša.;*Poljša je bogata на prěkrasne grady i istoričnu kuljturu.*
2648;poljsky;Ktory se tyče Poljske, poljskogo naroda abo jazyка; poljskij.;*Poljsky jazyk prinaleži k zapadnoslovjanskoj grupě.*
2649;poljza;To samo čto korystj, materialna abo ekonomična dobytka; poljza, korystj.;*Ta tgovla prinesła veliku poljzu dlja nasej občine hoje.*
2650;poljzogråd;Mitskoje abo poetične imę dlja cěnno-rabočego grada (spec.).;*Poljzogråd był centr velycog kulturnogo dzeła.*
2651;polk;Vojenska velycoj vojsko-grupa, odděl pod kormilom polkovnika; polk.;*Hrabry polk brzo prǐdel на strěžu centralnoj krěposti.*
2652;polkovnik;Glavny vojskovy vojin, kodor dzerži kormilo polka; polkovnik.;*Polkovnik posłał novi nakaz vsu v konny odděl rano.*
2653;polljtrica;Mala posuda s mĕroju poł-litra dlja židkosti; pol-litra, butylka.;*On naľjał čistu vodu v suhu polljtricu today.*
2654;polnočj;Čas tjemno-noči (około 24:00), abo severno napravjeńje; polnočj, severj.;*Jaskny świat-lvč lune světił u samoj polnoči v lěsu.*
2655;polotsk;Istorični starodrevny grad v severnoj čestki Bělarusije; Polock.;*Polotsk ima prěkrasnu kaměnu i drěvjanu kuljturu.*
2656;pomeranec;Gorky sladky plod južnogo stroma roda Citrus sinensis, oronž; pomeranec, apeljsin.;*Dětęta radosno jědli vkusny pomeranec v rano.*
2657;poměrno;Narěčie, koro ukazuje на ravny otnosny gradus; umerenno, otnositeljno.;*To raboče zadanie kazało se byti poměrno lěgkoje hoje.*
2658;pomněnka;To samo čto nezabudka, maly prěkrasny sinj květ (zapad.); nezabudka.;*Ona našła jasknu pomněnku на zelenoj poljanu oggi.*
2659;pomysljti;Učiniti edin kratky start-krok inteligencije, podumatj; pomysliť, podumať.;*On usspěł pomysljti o tom, kak lěpše sdělati plan.*
2660;pomyslj;To samo čto mysljenka, centralny produkt mozg-rabote; pomysl, myslj.;*Ta tjažka pomyslj ne davała emu spati cělu noč.*
2661;ponad;Prědlog, kory kaze položeńje vysše i prěz prostranstvo; ponad, nad, povysše.;*Věly labǫdj letěł ponad čisto gorsko jezero heute.*
2662;poneděljak;Pervy dńenj sedmice (tyždňa) poslě nedělje; ponedeljsnik.;*V poneděljak centralna modernă podnik načjnala rabotu.*
2663;ponudžati;To samo čto nudžati, prinudžati prěz krepku vlastj; prinuždať, zastavljať.;*Neljzja ponudžati ljuđej rabiti bez spravedlivoj mzdě.*
2664;ponuditi;Prědati ponudu v tgovli, dělati start-dar resursa; predložitj.;*Director usspěł ponuditi novi rabočij plan partnerom.*
2665;poplata;Zakonny pěnędz-dar, kory se plati za raboče pravo; plata, vznos.;*Ta velyca poplata dzełałase v centralnom banku hoy.*
2666;poplatek;Mala poplata, pěnędz-račun za mĕru servisa; nalog, sbor, sbor-počjet.;*On platił maly poplatek на kraje rabočego dńa.*
2667;poplišto;Město, gdě prodlžał polny pepel poslě velicogo ogńa; peališče, pepelišče (spec.).;*Naokolo starogo doma ostalo tolko tjemno poplišto.*
2668;poplo;To samo čto poplišto, pepel-materijal prěz požar (arh.); pepel, zola.;*Tjemny poplo ležał на samoj drěvjanoj podlogě Kuznje.*
2669;poplopad;Čas, kogda tjemny pepel leti k njzu (napr. prěz vulkan); pepelopad (spec.).;*Vulkaničny poplopad uničtožil vso agrokulturno polje.*
2670;popravka;Akt proměne hibe на točnostj, modifikacija texta; popravka, ispravlenie.;*Nova popravka zakona prinese ralične reformy в gradu.*
2671;popredny;Ktory staje на samom frontalnom městě prěd vsimi; perednij, peredovoj.;*On postavił krasnu ogrådku на popredny odvor doma.*
2672;poplnica;Sosud, kråbica dlja hraneńja pepela, urnа (spec.); urnа dlja pespla, pepeljnica.;*Drěvjana poplnica stajala v centralnom kǫtu izbe.*
2673;poplny;Ktory se tyče pepela, tjemno-sivy po barvě; pepeljsnyj, seryj.;*Tjemne poplne oblaky počęli nošati sę vysoko v nebu.*
2674;pora;Čas, rěmę, podhodny punkt dlja dzełańja čego-неbudj; pora, vremja.;*Nyně prǐdla jstinska pora jěhati v vely grad.*
2675;poradj;Město, loka-linija, gdě osěby staje drug za drugom; očeredj, porjadok.;*Velyca poradj ljuđej stajala prěd centralnoju kjnemoju.*
2676;poradj;To samo čto poradj (povtoreńje forma).;*Oni rabili vso v točnoj poradji s rabočim planom hôm.*
2677;poraža;Hudy rezultat vojskovoj borbe, uničtožeńje, krah; poraženie.;*Ta tjažka poraža prinesła veliku pěčalj v kråljevstvo.*
2678;porędžati;Privoditi v porędok, organizovaty, dělati lad; porjadkovatj, ustraivatj.;*Ona počęła porędžati raboče instrumenty v kuhnji.*
2679;porędkovy;Ktory se tyče porędka, čislovy abo strukturny; porjadkovyj.;*Učitelj napisał porędkovy nomer na kraje tablicě.*
2680;porędek;Dobra i čista sistema, lad, harmonija bez mǫteža; porjadok.;*U našem novom domě prodlžał prěkrasny porędek.*
2681;porekadlo;Kratkoje narodnoje rěčeńje, mudrostj, fraza; pogovorka.;*Stary mǫdrec rěčił mudro porekadlo mladym ljuđem.*
2682;porodžaj;Akt snesenija dětęte na svět, počętok žizni; roždenie, rody.;*Lěkar pomogł žene prěz tjažky i dolgy porodžaj.*
2683;port;Město na břehu morja abo rěki dlja tgovly lodj-transportov; port.;*Vely morjsky korab vyšeł iz porta rano v dńu.*
2684;porǫčba;Zakonny prikaz dělati čto-nebudj, zadanie vlasti; poručenie, prikaz.;*Director prědał mi novu raboču porǫčbu včera.*
2685;porǫčbina;To samo čto porǫčba (etimologična forma zadani-resursa).;*Ta važa porǫčbina mušała byti dokončana bez mjedlosti.*
2686;posada;Raboče město, funkcija abo loka-zgrada (zapad./južn.); dolžnostj, posada.;*On polučil krasnu posadu v centralnom banku grada.*
2687;posebny;Ktory staje v storoně od vseh, unikalny, individualny; osobyj, otdeljnyj.;*To běše posebny problem, o ktorom my ne govorili.*
2688;posěta;Akt prǐdenija v gosti k komu-nebudj, vizit; poseščenie, vizit.;*Nasa včerašňa posěta k babuškě byla velmi radosna.*
2689;posěta;To samo čto posěta (povtoreńje forma).;*Každa posěta v muzej prědostavi nam nove znanje.*
2690;posětač;Člověk, kodor prǐde v gosti abo prěgledaje sobor; posetitelj, gostj.;*Novi posětač tjeho čakal prěd dverami kanceńarije.*
2691;posětatelj;To samo čto posětač, vizitor; posetitelj.;*Učeny posětatelj prǐdel v sělo radi narodopisa.*
2692;posětitelj;To samo čto posětatelj (variantna forma); posetitelj.;*Mňogy posětitelji čakali prěd centralnoju kjnemoiju.*
2693;poškoda;Hudo dzełańje, uničtožeńje resursa prěz accident; povreždenie, uščerb.;*Močna oluja dělala veliku poškodu v lěsnom sadu.*
2694;poslě;Prědlog i narěčie; v rěměni poslě čego-nebudj; posle, zatem.;*Poslě tjažkoj rabote my vsi radostno počěvali.*
2695;poslě;To samo čto poslě (povtoreńje forma).;*On prǐdel v krčmu poslě dńevnogo sret-puta.*
2696;poslědny;Ktory staje на samom koncu, ostatny; poslednij.;*To běše moj poslědny kusek pšeničnogo hljeba сегодня.*
2697;poslovica;Mudro narodnoje rěčeńje s velym vkus-smyslom; poslovica.;*Ova starodrevna poslovica je znama vsim ljuđem.*
2698;posmjertno;Narěčie poslě biologičnoj mjerti člověka; posmertno.;*Hrabry vojin-junak polučil zlotnu medalj posmjertno.*
2699;posměšny;Ktory dzeła ljuđe radostnymi, směšny, ironičny; smesšnoj, jroničeskij.;*On napisał kratky и posměšny text на bumužě.*
2700;posramiti;Učiniti kogo-nebudj polno ne-čestnym, sramiti; posramitj, opozoritj.;*Lǫkavy lgun usspěł posramiti vsu svoju rodinu.*
2701;posrednistvo;Dzełańje medžu dvěma osěbami radi dogovora; posredničestvo.;*Prěz posrednistvo direktora tgovla končila se lěpše.*
2703;postava;Fizika-forma těla člověka, vněšny vid-obraz; figura, osanka.;*M mlađ-junak imał krepku i močnu vojskovu postavu.*
2704;postelja;Mebelj dlja ležeńja i spalańja, ložo; postelj, krovatj.;*Hvory člověk mušał ležati v měhkoj postelji.*
2705;potěšene;Akt dělala ljuđ-duši radostnoju poslě pěčalji; utešenie, radosť.;*Tvoja jstinska laska-rěč byla velycoj potěšene dlja mně.*
